ccode1	ccode2	year	ISO3let1	ISO3let2	ISOShNm1	ISOShNm2	rlregion	region1	region2	tau_regi	tau_glob	tau_ld_1	tau_ld_2	riskT1	riskT2	uncertT	wrTu1v1	wrTu1v2	wrTu1vsq	wrTp1win	wrTstk1	wrTu1sq	wrTu1ac1	wrTu1ac2	wrTu1neg	wrTu1cp1	wrTu1cp2	wrTu1wr1	wrTu1wr2	wrTu2v2	wrTu2v1	wrTu2vsq	wrTp2win	wrTstk2	wrTu2sq	wrTu2ac2	wrTu2ac1	wrTu2neg	wrTu2cp2	wrTu2cp1	wrTu2wr2	wrTu2wr1	cwongo	cwongonm	cwinit	cwhost1	cwhost2	cwhostd	cwinitnm	cwdynm	cwkeynum	cwmidnme
255	640	1897	DEU	TUR	GERMANY	TURKEY	2	1	2	-0.193649	-0.054841	0.344012	-0.061139	0.053079	0.202563	 0.1654	1.147473	-1.218747	-0.048788	0.850301	2.36622	-0.048788	-1.218747	1.147473	0.793251	-1.368446	1.188957	0.759886	0.685036	1.012563	-1.285909	-0.183285	0.22558	2.298471	-0.183285	-1.285909	1.012563	-0.76742	-2.060329	1.023568	-1.143624	-1.530834	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
300	350	1897	xxx	GRC	None	GREECE	1	1	1	-0.145989	-0.06149	0.497151	-0.061139	-0.687743	-0.11762	 0.1654	1.659162	-0.727162	0.675789	0.787786	2.386325	0.675789	-0.727162	1.659162	1.152752	-0.939376	1.126785	0.514268	0.408161	1.247106	-1.084926	0.109999	0.091755	2.332032	0.109999	-1.084926	1.247106	-0.870951	-1.993171	1.185099	-1.387081	-1.841203	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
300	640	1897	xxx	TUR	None	TURKEY	2	1	2	-0.227185	-0.06149	0.497151	-0.061139	-0.606288	0.202563	 0.1654	1.663957	-0.894632	0.59221	0.653862	2.55859	0.59221	-0.894632	1.663957	0.778332	-1.240771	1.276734	0.218039	0.04497	1.04853	-1.316028	-0.183285	0.189738	2.364559	-0.183285	-1.316028	1.04853	-0.867382	-2.126291	0.936166	-1.384878	-1.790009	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
325	350	1897	ITA	GRC	ITALY	GREECE	1	1	1	-0.145989	-0.06149	0.497151	-0.061139	-0.560088	-0.11762	 0.1654	1.579671	-0.817548	0.545125	0.797749	2.397219	0.545125	-0.817548	1.579671	1.094831	-1.019799	1.144798	0.558832	0.457707	1.247106	-1.084926	0.109999	0.100283	2.332032	0.109999	-1.084926	1.247106	-0.851062	-1.984643	1.192439	-1.355587	-1.805445	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
325	640	1897	ITA	TUR	ITALY	TURKEY	2	1	2	-0.227185	-0.06149	0.497151	-0.061139	-0.297951	0.202563	 0.1654	1.462206	-1.077952	0.283508	0.735891	2.540158	0.283508	-1.077952	1.462206	0.791327	-1.342061	1.253575	0.450641	0.318587	1.04853	-1.316028	-0.183285	0.229562	2.364559	-0.183285	-1.316028	1.04853	-0.773215	-2.086466	0.983448	-1.223517	-1.608736	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
365	350	1897	RUS	GRC	RUSSIAN FEDERATION	GREECE	1	1	1	-0.085749	-0.046829	-0.108799	-0.061139	-0.402232	-0.11762	 0.1654	1.421151	-0.847479	0.386353	0.759593	2.26863	0.386353	-0.847479	1.421151	0.875756	-1.087886	1.12768	0.462081	0.341878	1.189503	-1.021085	0.109999	0.137625	2.210587	0.109999	-1.021085	1.189503	-0.716853	-1.88346	1.136331	-1.201212	-1.6324	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
365	640	1897	RUS	TUR	RUSSIAN FEDERATION	TURKEY	2	1	2	-0.149071	-0.046829	-0.108799	-0.061139	-0.250756	0.202563	 0.1654	1.35838	-1.014625	0.237551	0.743231	2.373005	0.237551	-1.014625	1.35838	0.749067	-1.271394	1.181825	0.444127	0.315743	0.965042	-1.245809	-0.183285	0.236925	2.210852	-0.183285	-1.245809	0.965042	-0.722004	-2.008885	0.908761	-1.159823	-1.541361	0	0	1	4	1	4	56	5601	56	Major power intervention in Crete (1897)
200	220	1898	GBR	FRA	UNITED KINGDOM	FRANCE	1	1	1	-0.145521	-0.064745	1	-0.064745	-0.007684	-0.191503	 0.1650	1.152268	-1.141642	0.007107	0.468954	2.29391	0.007107	-1.141642	1.152268	-0.065903	-1.672687	1.148936	-0.334758	-0.600281	1.30772	-1.044105	0.180394	0.421949	2.351825	0.180394	-1.044105	1.30772	-0.051754	-1.622156	1.304721	-0.343778	-0.632803	1	152	1	3	3	3	77	7701	77	Fashoda crisis
200	640	1898	GBR	TUR	UNITED KINGDOM	TURKEY	2	1	2	-0.090909	-0.045191	1	-0.045191	0.124133	0.117959	 0.1507	0.977318	-1.154892	-0.113255	0.75835	2.13221	-0.113255	-1.154892	0.977318	0.46207	-1.396541	1.063205	0.427132	0.306307	0.983064	-1.1518	-0.107692	0.33521	2.134864	-0.107692	-1.1518	0.983064	-0.436172	-1.816589	1.021029	-0.730602	-1.062997	0	0	1	4	1	4	391	39101	391	Allied Ultimatum to Porte to Evacuate Crete
200	255	1899	GBR	DEU	UNITED KINGDOM	GERMANY	1	1	1	-0.219089	-0.091584	1	-0.091584	0.210681	-0.111424	 0.1939	1.03237	-1.312167	-0.190466	0.543704	2.344537	-0.190466	-1.312167	1.03237	-0.037434	-1.768464	1.135927	-0.162025	-0.390173	1.311557	-1.165599	0.104141	0.515015	2.477155	0.104141	-1.165599	1.311557	0.110174	-1.650583	1.409649	-0.034225	-0.276717	0	0	1	4	1	4	237	23701	237	
365	640	1902	RUS	TUR	RUSSIAN FEDERATION	TURKEY	1	1	2	-0.080845	-0.03408	-0.070062	-0.050177	-0.344291	0.452528	 0.1820	1.372243	-0.879186	0.328995	0.742363	2.251429	0.328995	-0.879186	1.372243	0.792191	-1.136823	1.12801	0.419139	0.290321	0.648513	-1.299091	-0.398518	0.29778	1.947604	-0.398518	-1.299091	0.648513	-0.719133	-2.001311	0.550545	-1.168211	-1.519321	0	0	1	3	1	3	3325	332501	3325	
300	325	1904	xxx	ITA	None	ITALY	1	1	1	0.900885	0.89679	-0.10424	-0.116851	-0.626586	-0.688738	 0.1870	0.716618	0.506578	0.612972	0.482657	0.210041	0.612972	0.506578	0.716618	0.607955	-0.010765	0.420763	0.053428	-0.205243	0.779912	0.570624	0.676814	0.425461	0.209288	0.676814	0.570624	0.779912	0.659668	-0.003915	0.519117	0.111603	-0.175667	0	0	1	3	1	3	109	10901	109	
365	200	1904	RUS	GBR	RUSSIAN FEDERATION	UNITED KINGDOM	1	1	1	-0.213809	-0.086159	-0.086159	1	-0.258251	0.06881	 0.1870	1.421333	-1.084012	0.244824	0.412911	2.505345	0.244824	-1.084012	1.421333	-0.049527	-1.6711	1.320243	-0.444162	-0.737706	1.154308	-1.245504	-0.063145	0.497458	2.399811	-0.063145	-1.245504	1.154308	-0.051699	-1.748046	1.032518	-0.42476	-0.676031	0	0	1	4	3	4	242	24201	242	Dogger Bank Incident
200	640	1905	GBR	TUR	UNITED KINGDOM	TURKEY	2	1	2	-0.1	-0.048948	1	-0.048948	0.148028	0.328371	 0.1842	0.964461	-1.175209	-0.134718	0.713849	2.13967	-0.134718	-1.175209	0.964461	0.352192	-1.46136	1.060629	0.305285	0.16221	0.791999	-1.2599	-0.293127	0.488545	2.051899	-0.293127	-1.2599	0.791999	-0.257455	-1.771355	0.857814	-0.447367	-0.703094	0	0	1	4	1	4	128	12801	128	Macedonian Dispute
220	640	1905	FRA	TUR	FRANCE	TURKEY	2	1	2	-0.182574	-0.041739	-0.085808	-0.048948	-0.145601	0.328371	 0.1842	1.304823	-1.10921	0.136543	0.727038	2.414033	0.136543	-1.10921	1.304823	0.645883	-1.382172	1.205551	0.41013	0.273649	0.881799	-1.329418	-0.293127	0.331728	2.211217	-0.293127	-1.329418	0.881799	-0.595896	-1.997691	0.836504	-0.975327	-1.309463	0	0	1	4	1	4	128	12801	128	Macedonian Dispute
300	640	1905	xxx	TUR	None	TURKEY	2	1	2	-0.193649	-0.049417	-0.101592	-0.048948	-0.393386	0.328371	 0.1842	1.502738	-0.983841	0.377563	0.736173	2.486579	0.377563	-0.983841	1.502738	0.84671	-1.247669	1.224787	0.436845	0.304932	0.893976	-1.338715	-0.293127	0.239641	2.232691	-0.293127	-1.338715	0.893976	-0.80367	-2.099074	0.803496	-1.274329	-1.654508	0	0	1	4	1	4	128	12801	128	Macedonian Dispute
325	640	1905	ITA	TUR	ITALY	TURKEY	2	1	2	-0.227185	-0.055392	-0.113876	-0.048948	-0.539258	0.328371	 0.1842	1.624038	-0.937376	0.523981	0.625422	2.561413	0.523981	-0.937376	1.624038	0.664587	-1.311954	1.296329	0.149589	-0.0377	0.931053	-1.366827	-0.293127	0.288697	2.29788	-0.293127	-1.366827	0.931053	-0.703435	-2.07813	0.779781	-1.210359	-1.56601	0	0	1	4	1	4	128	12801	128	Macedonian Dispute
365	640	1905	RUS	TUR	RUSSIAN FEDERATION	TURKEY	1	1	2	-0.11211	-0.047778	-0.09816	-0.048948	-0.26104	0.508936	 0.1706	1.333569	-0.966725	0.247533	0.85247	2.300294	0.247533	-0.966725	1.333569	0.994208	-1.114254	1.122554	0.709428	0.635664	0.626007	-1.34715	-0.445416	0.209324	1.973157	-0.445416	-1.34715	0.626007	-0.934121	-2.137826	0.574192	-1.381273	-1.776611	0	0	1	4	1	4	128	12801	128	Macedonian Dispute
640	200	1906	TUR	GBR	TURKEY	UNITED KINGDOM	1	2	1	-0.118783	-0.050177	-0.050177	1	0.500972	0.051073	 0.1747	0.641363	-1.349	-0.438832	0.275293	1.990363	-0.438832	-1.349	0.641363	-0.801067	-2.073707	0.76217	-1.042614	-1.404967	1.073004	-1.144875	-0.046954	0.859583	2.217879	-0.046954	-1.144875	1.073004	0.761577	-1.285291	1.450217	1.06858	0.998372	0	0	1	4	3	4	156	15601	156	Taba incident
220	230	1908	FRA	ESP	FRANCE	SPAIN	1	1	1	0.760668	0.819398	0.516096	0.635578	-0.518067	-0.308711	 0.1863	0.750033	0.242318	0.502527	0.710467	0.507715	0.502527	0.242318	0.750033	0.603033	-0.047215	0.393004	0.101237	-0.043529	0.541461	0.039715	0.294039	0.223256	0.501746	0.294039	0.039715	0.541461	0.151733	-0.737029	0.429268	-0.348832	-0.737203	0	0	1	4	4	4	2309	230901	2309	France Spain of 1908
325	640	1908	ITA	TUR	ITALY	TURKEY	2	1	2	-0.227185	-0.0568	0.024246	-0.06247	-0.701277	0.326372	 0.2417	1.716573	-0.830976	0.689738	0.622127	2.547549	0.689738	-0.830976	1.716573	0.753923	-1.208849	1.287468	0.135881	-0.053055	0.932954	-1.366044	-0.291406	0.222112	2.298999	-0.291406	-1.366044	0.932954	-0.855409	-2.143932	0.779755	-1.397552	-1.786496	0	0	1	3	1	3	311	31101	311	Post Office Dispute
345	300	1908	xxx	xxx	None	None	1	1	1	-0.166667	-0.072548	-0.089443	-0.129777	-0.077724	-0.619241	 0.1863	1.233379	-1.127558	0.0724	0.07246	2.360937	0.0724	-1.127558	1.233379	-0.956484	-2.055098	1.228133	-1.4255	-1.88927	1.631503	-0.804294	0.605454	0.80434	2.435798	0.605454	-0.804294	1.631503	1.154916	-0.999954	1.573269	0.998852	0.901023	0	0	1	4	4	4	30	3001	30	Bosnian Annexation Crisis
640	355	1908	TUR	BGR	TURKEY	BULGARIA	1	2	1	-0.076472	-0.034922	-0.06247	-0.089443	0.520731	-0.018437	 0.1863	0.575165	-1.324889	-0.455145	0.770805	1.900054	-0.455145	-1.324889	0.575165	0.139681	-1.554085	0.925993	0.375911	0.261314	1.093063	-1.0665	0.017071	0.380049	2.159564	0.017071	-1.0665	1.093063	-0.24576	-1.686451	1.266041	-0.382758	-0.692733	0	0	1	4	3	4	1274	127401	1274	Bulgarian Independence II
640	350	1909	TUR	GRC	TURKEY	GREECE	1	2	1	-0.052632	-0.02381	-0.060914	-0.060914	0.513179	-0.025845	 0.1838	0.556996	-1.303452	-0.448919	0.640957	1.860448	-0.448919	-1.303452	0.556996	-0.110984	-1.662495	0.844734	-0.002767	-0.182289	1.076053	-1.038325	0.023949	0.504831	2.114378	0.023949	-1.038325	1.076053	0.029078	-1.533494	1.302681	0.008122	-0.239463	0	0	1	3	1	3	1249	124901	1249	Crete Enosis with Greece
640	325	1910	TUR	ITA	TURKEY	ITALY	1	2	1	-0.129056	-0.055392	-0.060914	0.028343	0.529794	-0.712232	 0.1834	0.623637	-1.368426	-0.462603	0.183548	1.992063	-0.462603	-1.368426	0.623637	-1.002787	-2.184878	0.708547	-1.326103	-1.734329	1.662902	-0.68541	0.70104	0.764795	2.348312	0.70104	-0.68541	1.662902	1.110567	-0.920615	2.016698	1.346761	1.229159	0	0	1	4	3	4	312	31201	312	Seizure of the Sambunk
255	220	1911	DEU	FRA	GERMANY	FRANCE	1	1	1	0.075241	0.176678	-0.126428	0.518539	-0.318557	-0.42215	 0.1838	1.21306	-0.715085	0.303691	0.403012	1.928145	0.303691	-0.715085	1.21306	0.061979	-1.312074	1.090669	-0.358906	-0.6574	1.300742	-0.639715	0.40619	0.296608	1.940457	0.40619	-0.639715	1.300742	-0.064161	-1.343108	1.210665	-0.505934	-0.85763	0	0	1	3	1	3	315	31501	315	2nd Moroccan Crisis
255	385	1911	DEU	NOR	GERMANY	NORWAY	1	1	1	-0.114708	-0.049417	-0.126428	-0.060914	-0.318557	-0.003394	 0.1838	1.381322	-0.93497	0.303691	0.811867	2.316293	0.303691	-0.93497	1.381322	0.945551	-1.123104	1.134766	0.604928	0.510861	1.117727	-1.112943	0.003138	0.130192	2.23067	0.003138	-1.112943	1.117727	-0.822527	-1.982751	1.078189	-1.296969	-1.731873	0	0	1	3	1	3	1771	177101	1771	Christiania Maneuvers
300	325	1911	xxx	ITA	None	ITALY	1	1	1	0.90007	0.896729	-0.126428	0.028343	-0.63229	-0.714444	 0.1838	0.723261	0.511545	0.618816	0.372656	0.211716	0.618816	0.511545	0.723261	0.590442	-0.115799	0.492655	0.046165	-0.267507	0.806962	0.596397	0.703324	0.546671	0.210565	0.703324	0.596397	0.806962	0.711507	0.143068	0.468673	0.146554	-0.080111	0	0	1	3	1	3	314	31401	314	
325	200	1911	ITA	GBR	ITALY	UNITED KINGDOM	1	1	1	-0.198333	0.028343	0.028343	1	-0.714444	-0.025751	 0.1838	1.706522	-0.780966	0.703324	0.203915	2.487488	0.703324	-0.780966	1.706522	-0.273729	-1.577051	1.563103	-0.81519	-1.213232	1.220338	-1.185969	0.023861	0.413951	2.406307	0.023861	-1.185969	1.220338	-0.189875	-1.772018	0.929195	-0.774042	-1.067066	0	0	1	4	1	4	1772	177201	1772	
325	220	1911	ITA	FRA	ITALY	FRANCE	1	1	1	0.270889	0.373448	0.028343	0.518539	-0.714444	-0.42215	 0.1838	1.379421	-0.148902	0.703324	0.314838	1.528323	0.703324	-0.148902	1.379421	0.332272	-0.834064	1.157988	-0.231742	-0.574323	1.126992	-0.407909	0.40619	0.293893	1.534901	0.40619	-0.407909	1.126992	0.043188	-1.114015	0.92029	-0.516567	-0.869621	0	0	1	3	1	3	3330	333001	3330	
325	640	1911	ITA	TUR	ITALY	TURKEY	2	1	2	-0.227185	-0.055392	0.028343	-0.060914	-0.596031	0.308669	 0.2050	1.657997	-0.901286	0.581735	0.662817	2.559283	0.581735	-0.901286	1.657997	0.79505	-1.238469	1.272413	0.240874	0.072283	0.949751	-1.359077	-0.276128	0.217714	2.308828	-0.276128	-1.359077	0.949751	-0.856413	-2.141363	0.823099	-1.374208	-1.765351	0	0	1	5	5	5	114	11401	114	Italian-Turkish War
300	345	1912	xxx	xxx	None	None	1	1	1	-0.166667	-0.072548	-0.117379	-0.080898	-0.654697	-0.006809	 0.1856	1.652881	-0.779445	0.641801	0.802167	2.432326	0.641801	-0.779445	1.652881	1.171687	-0.977278	1.138049	0.557939	0.459023	1.172593	-1.163302	0.006298	0.077006	2.335896	0.006298	-1.163302	1.172593	-0.983425	-2.086297	1.123171	-1.494345	-1.955842	0	0	1	3	1	3	21	2101	21	
300	365	1912	xxx	RUS	None	RUSSIAN FEDERATION	1	1	1	0.042875	0.158241	-0.117379	0.361403	-0.654697	-0.499683	 0.1856	1.507645	-0.498191	0.641801	0.242135	2.005836	0.641801	-0.498191	1.507645	-0.012507	-1.256056	1.352243	-0.546842	-0.925775	1.390634	-0.620798	0.483964	0.310284	2.011431	0.483964	-0.620798	1.390634	0.003317	-1.310514	1.191493	-0.540682	-0.88554	0	0	1	3	1	3	21	2101	21	
325	220	1912	ITA	FRA	ITALY	FRANCE	1	1	1	0.270889	0.371535	0.052632	0.577475	-0.682401	-0.419471	 0.1856	1.35305	-0.17893	0.670288	0.330191	1.53198	0.670288	-0.17893	1.35305	0.326917	-0.848738	1.131727	-0.229311	-0.564215	1.12457	-0.410134	0.403519	0.287872	1.534704	0.403519	-0.410134	1.12457	0.031664	-1.122262	0.931613	-0.517357	-0.873421	0	0	1	4	2	4	316	31601	316	
355	640	1912	BGR	TUR	BULGARIA	TURKEY	1	1	2	-0.096374	-0.043315	-0.100342	-0.056502	0.124146	0.49702	 0.1856	0.982966	-1.160033	-0.113267	0.441512	2.142999	-0.113267	-1.160033	0.982966	-0.213874	-1.718521	1.032975	-0.443109	-0.722353	0.62077	-1.330153	-0.43556	0.774584	1.950923	-0.43556	-1.330153	0.62077	0.181001	-1.555569	0.708505	0.156028	0.04332	0	0	1	5	5	5	1250	125001	1250	First Balkan War
365	355	1912	RUS	BGR	RUSSIAN FEDERATION	BULGARIA	1	1	1	-0.19245	-0.086603	0.361403	-0.100342	-0.499683	0.124146	 0.1856	1.573985	-0.91729	0.483964	0.902779	2.491275	0.483964	-0.91729	1.573985	1.33178	-1.014511	1.137073	0.846257	0.797647	1.082944	-1.250181	-0.113267	0.052483	2.333125	-0.113267	-1.250181	1.082944	-1.127732	-2.197698	1.057544	-1.62689	-2.100649	0	0	1	3	1	3	317	31701	317	
300	345	1913	xxx	xxx	None	None	1	1	1	-0.210042	-0.089984	-0.117379	-0.100342	-0.659607	-0.191993	 0.2058	1.683392	-0.835647	0.646845	0.586298	2.51904	0.646845	-0.835647	1.683392	0.641261	-1.249349	1.304148	0.055166	-0.151685	1.367192	-1.114904	0.180864	0.096143	2.482096	0.180864	-1.114904	1.367192	-0.876268	-2.018761	1.305002	-1.390386	-1.842314	0	0	1	3	1	3	3	301	3	
355	345	1913	BGR	xxx	BULGARIA	None	1	1	1	1	1	-0.100342	-0.100342	0.220572	-0.191993	 0.2058	-0.198248	-0.200146	-0.199197	0.867746	0.001898	-0.199197	-0.200146	-0.198248	-0.198499	-0.332401	-0.025396	-0.091774	-0.157901	0.181898	0.17983	0.180864	0.132261	0.002068	0.180864	0.17983	0.181898	0.180104	-0.687909	0.208244	-0.22742	-0.661289	0	0	1	5	5	5	1251	125101	1251	Second Balkan War 103
200	210	1914	GBR	NLD	UNITED KINGDOM	NETHERLANDS	1	1	1	-0.120561	-0.055108	1	-0.055108	-0.057247	0.067461	 0.1589	1.170893	-1.090562	0.053216	0.75798	2.261454	0.053216	-1.090562	1.170893	0.623576	-1.332581	1.130556	0.462229	0.34122	1.05997	-1.154826	-0.061915	0.244483	2.214797	-0.061915	-1.154826	1.05997	-0.613345	-1.910343	1.04696	-1.004114	-1.381872	0	0	1	4	1	4	1654	165401	1654	
225	255	1914	CHE	DEU	SWITZERLAND	GERMANY	1	1	1	-0.125	-0.055972	-0.055108	-0.129549	-0.018847	-0.285015	 0.1589	1.141654	-1.115261	0.017452	0.109218	2.256916	0.017452	-1.115261	1.141654	-0.868765	-2.006043	1.139748	-1.316062	-1.761453	1.364046	-0.967157	0.270874	0.847817	2.331203	0.270874	-0.967157	1.364046	1.009276	-1.11934	1.34925	0.918389	0.842297	0	0	1	3	1	3	3342	334201	3342	
225	300	1914	CHE	xxx	SWITZERLAND	None	1	1	1	-0.125	-0.055972	-0.055108	-0.129549	-0.018847	-0.60169	 0.1589	1.141654	-1.115261	0.017452	0.113158	2.256916	0.017452	-1.115261	1.141654	-0.859873	-2.002103	1.13968	-1.305269	-1.74869	1.59185	-0.760935	0.587512	0.7892	2.352785	0.587512	-0.760935	1.59185	1.095884	-0.971735	1.578077	0.976711	0.871311	0	0	1	3	1	3	3342	334201	3342	
235	255	1914	PRT	DEU	PORTUGAL	GERMANY	1	1	1	-0.181369	-0.080115	0.631037	-0.129549	-0.207088	-0.285015	 0.1589	1.352981	-1.075153	0.195368	0.25204	2.428134	0.195368	-1.075153	1.352981	-0.463165	-1.823112	1.303741	-0.886385	-1.260365	1.413276	-1.032038	0.270874	0.542685	2.445314	0.270874	-1.032038	1.413276	0.294996	-1.489354	1.307253	-0.039685	-0.268343	0	0	1	4	4	4	1773	177301	1773	
255	210	1914	DEU	NLD	GERMANY	NETHERLANDS	1	1	1	-0.125	-0.055972	-0.129549	-0.055108	-0.285015	0.067461	 0.1589	1.364046	-0.967157	0.270874	0.808267	2.331203	0.270874	-0.967157	1.364046	0.917077	-1.15889	1.145108	0.602272	0.506406	1.064507	-1.159117	-0.061915	0.148999	2.223624	-0.061915	-1.159117	1.064507	-0.827798	-2.010117	1.024147	-1.293658	-1.719159	0	0	1	4	1	4	1661	166101	1661	
255	380	1914	DEU	SWE	GERMANY	SWEDEN	1	1	1	-0.125	-0.055972	-0.129549	-0.055108	-0.285015	0.10169	 0.1589	1.364046	-0.967157	0.270874	0.803993	2.331203	0.270874	-0.967157	1.364046	0.907115	-1.163164	1.146265	0.591331	0.493327	1.033308	-1.175996	-0.092998	0.159177	2.209303	-0.092998	-1.175996	1.033308	-0.824324	-2.016818	0.990191	-1.287853	-1.708264	0	0	1	2	4	4	1774	177401	1774	
255	385	1914	DEU	NOR	GERMANY	NORWAY	1	1	1	-0.125	-0.055972	-0.129549	-0.055108	-0.285015	-0.033239	 0.1589	1.364046	-0.967157	0.270874	0.832556	2.331203	0.270874	-0.967157	1.364046	0.973699	-1.134602	1.138528	0.66446	0.580738	1.154297	-1.107762	0.030823	0.120125	2.262059	0.030823	-1.107762	1.154297	-0.836033	-1.987637	1.121758	-1.308509	-1.748447	0	0	1	3	3	3	1769	176901	1769	
300	345	1914	xxx	xxx	None	None	1	1	1	-0.181369	-0.080115	-0.129549	-0.07888	-0.60169	0.015477	 0.1589	1.630692	-0.836063	0.587512	0.80774	2.466755	0.587512	-0.836063	1.630692	1.156434	-1.028323	1.156135	0.585747	0.489617	1.167929	-1.188856	-0.014281	0.091461	2.356785	-0.014281	-1.188856	1.167929	-0.973302	-2.097395	1.114195	-1.481306	-1.935575	0	0	1	5	5	5	257	25701	257	World War I
325	300	1914	ITA	xxx	ITALY	None	1	1	1	0.768521	0.786501	0.056411	-0.129549	-0.738807	-0.60169	 0.1589	0.962497	0.476086	0.728498	0.65509	0.486411	0.728498	0.476086	0.962497	0.794729	0.131176	0.485265	0.145042	-0.027413	0.825749	0.335006	0.587512	0.225339	0.490743	0.587512	0.335006	0.825749	0.445589	-0.439655	0.66159	-0.1059	-0.493231	0	0	1	5	3	5	320	32001	320	Italy's entry into World War I
325	339	1914	ITA	ALB	ITALY	ALBANIA	1	1	1	-0.121988	-0.055392	0.056411	-0.055108	-0.738807	-0.131098	 0.1589	1.674048	-0.655213	0.728498	0.919574	2.32926	0.728498	-0.655213	1.674048	1.486715	-0.735638	1.004139	0.776594	0.736381	1.235613	-1.052071	0.122767	0.036105	2.287684	0.122767	-1.052071	1.235613	-0.969475	-2.015967	1.209311	-1.477725	-1.959673	0	0	1	4	1	4	394	39401	394	
350	355	1914	GRC	BGR	GREECE	BULGARIA	1	1	1	-0.132453	-0.060486	-0.07888	-0.097808	0.086958	-0.028078	 0.1589	1.05444	-1.175897	-0.079647	0.124293	2.230338	-0.079647	-1.175897	1.05444	-0.898681	-2.051604	1.06434	-1.326635	-1.764488	1.157149	-1.118016	0.026024	0.883293	2.275165	0.026024	-1.118016	1.157149	0.891622	-1.234723	1.227501	0.903621	0.845268	0	0	1	3	1	3	3343	334301	3343	
350	640	1914	GRC	TUR	GREECE	TURKEY	2	1	2	-0.166667	-0.060486	-0.07888	-0.097808	1	-0.23417	 0.2525	0.174258	-1.559026	-0.828427	0.40793	1.733284	-0.828427	-1.559026	0.174258	-0.851968	-2.151097	0.512198	-0.810063	-1.106099	1.361055	-1.043844	0.22149	0.760341	2.404899	0.22149	-1.043844	1.361055	0.784699	-1.283504	1.990942	1.294756	1.174927	0	0	1	2	3	3	3344	334401	3344	
355	345	1914	BGR	xxx	BULGARIA	None	1	1	1	-0.132453	-0.060486	-0.097808	-0.07888	-0.028078	0.015477	 0.1589	1.157149	-1.118016	0.026024	0.892159	2.275165	0.026024	-1.118016	1.157149	0.911793	-1.225857	1.133932	0.834656	0.780735	1.118735	-1.140324	-0.014281	0.10641	2.259059	-0.014281	-1.140324	1.118735	-0.899938	-2.033914	1.115966	-1.349503	-1.796298	0	0	1	4	1	4	397	39701	397	Bulgarian entry into World War I
360	255	1914	ROU	DEU	ROMANIA	GERMANY	1	1	1	0.867722	0.882886	-0.114377	-0.129549	-0.718975	-0.285015	 0.1589	0.844394	0.565802	0.708003	0.456867	0.278592	0.708003	0.565802	0.844394	0.693081	0.022669	0.52093	0.098052	-0.173515	0.40827	0.131555	0.270874	0.48247	0.276715	0.270874	0.131555	0.40827	0.265062	-0.385974	0.066679	-0.335293	-0.594058	0	0	1	4	1	4	3341	334101	3341	
360	640	1914	ROU	TUR	ROMANIA	TURKEY	1	1	2	0.148522	0.226573	-0.114377	-0.097808	-0.718975	-0.028737	 0.1589	1.476985	-0.303605	0.708003	0.754202	1.78059	0.708003	-0.303605	1.476985	1.039319	-0.549403	0.943008	0.382443	0.259544	0.878868	-0.83287	0.026637	0.111307	1.711738	0.026637	-0.83287	0.878868	-0.642342	-1.721563	0.800062	-1.165494	-1.60984	0	0	1	4	1	4	3341	334101	3341	
365	210	1914	RUS	NLD	RUSSIAN FEDERATION	NETHERLANDS	1	1	1	-0.114377	-0.053782	0.298507	-0.055108	-0.490676	0.067461	 0.1589	1.508907	-0.824002	0.474885	0.877287	2.332909	0.474885	-0.824002	1.508907	1.22263	-0.946714	1.092296	0.744663	0.683306	1.053653	-1.148849	-0.061915	0.075476	2.202502	-0.061915	-1.148849	1.053653	-0.982613	-2.073373	1.01781	-1.480718	-1.94298	0	0	1	4	1	4	3351	335101	3351	
385	200	1914	NOR	GBR	NORWAY	UNITED KINGDOM	1	1	1	-0.120561	-0.055108	-0.055108	1	-0.033239	-0.057247	 0.1589	1.14991	-1.103248	0.030823	0.165204	2.253158	0.030823	-1.103248	1.14991	-0.731018	-1.938044	1.144818	-1.153508	-1.570907	1.170893	-1.090562	0.053216	0.819717	2.261454	0.053216	-1.090562	1.170893	0.76319	-1.270845	1.145626	0.647782	0.557641	0	0	1	3	4	4	3350	335001	3350	
390	255	1914	DNK	DEU	DENMARK	GERMANY	1	1	1	-0.125	-0.055972	-0.055108	-0.129549	-0.015086	-0.285015	 0.1589	1.138339	-1.117212	0.013964	0.11185	2.255551	0.013964	-1.117212	1.138339	-0.864928	-2.005362	1.136778	-1.310565	-1.75464	1.364046	-0.967157	0.270874	0.844241	2.331203	0.270874	-0.967157	1.364046	1.000941	-1.122916	1.352257	0.911273	0.833394	0	0	1	3	1	3	1655	165501	1655	
